WDA,Employer,Measure,Workforce Development Area,Title1,Jan-20,Jan-21,Volume Chg
Chester,Senior Lifestyle Corporation,Top Employers,Chester,Senior Lifestyle Corporation,0,25,25
Chester,Petco,Top Employers,Chester,Petco,5,33,28
Chester,Watermark Retirement Communities,Top Employers,Chester,Watermark Retirement Communities,0,29,29
Chester,Allied Universal,Top Employers,Chester,Allied Universal,26,56,30
Chester,Chester County Intermediate Unit,Top Employers,Chester,Chester County Intermediate Unit,4,35,31
Chester,"TJX Companies, Inc.",Top Employers,Chester,"TJX Companies, Inc.",21,52,31
Chester,Vertex Incorporated,Top Employers,Chester,Vertex Incorporated,0,32,32
Chester,Davita Incorporated,Top Employers,Chester,Davita Incorporated,28,61,33
Chester,Infosys,Top Employers,Chester,Infosys,0,37,37
Chester,Johnson & Johnson,Top Employers,Chester,Johnson & Johnson,69,109,40
Chester,Holcomb Behavioral Health Systems,Top Employers,Chester,Holcomb Behavioral Health Systems,0,41,41
Chester,Bayada Home Health Care,Top Employers,Chester,Bayada Home Health Care,28,70,42
Chester,Department of Veterans Affairs,Top Employers,Chester,Department of Veterans Affairs,4,48,44
Chester,Amazon,Top Employers,Chester,Amazon,7,57,50
Chester,Redners Markets Incorporated,Top Employers,Chester,Redners Markets Incorporated,0,52,52
Chester,Devereux Advanced Behavioral Health,Top Employers,Chester,Devereux Advanced Behavioral Health,55,111,56
Chester,CVS Health,Top Employers,Chester,CVS Health,36,99,63
Chester,Boston Market,Top Employers,Chester,Boston Market,0,77,77
Delaware,Main Line Health,Top Employers,Delaware,Main Line Health,267,23,-244
Delaware,Crozer-Keystone Health System,Top Employers,Delaware,Crozer-Keystone Health System,280,172,-108
Delaware,SAP,Top Employers,Delaware,SAP,195,140,-55
Delaware,Villanova University,Top Employers,Delaware,Villanova University,132,86,-46
Delaware,Compass Group North America,Top Employers,Delaware,Compass Group North America,59,15,-44
Delaware,Dollar Tree,Top Employers,Delaware,Dollar Tree,80,43,-37
Delaware,Elwyn,Top Employers,Delaware,Elwyn,107,78,-29
Delaware,Child Guidance Resource Centers,Top Employers,Delaware,Child Guidance Resource Centers,43,16,-27
Delaware,Nemours,Top Employers,Delaware,Nemours,37,18,-19
Delaware,Health Care Service Corporation,Top Employers,Delaware,Health Care Service Corporation,47,28,-19
Delaware,Johnson Matthey Incorporated,Top Employers,Delaware,Johnson Matthey Incorporated,33,19,-14
Delaware,Comcast,Top Employers,Delaware,Comcast,37,24,-13
Delaware,The Boeing Company,Top Employers,Delaware,The Boeing Company,67,54,-13
Delaware,Aqua America Incorporated,Top Employers,Delaware,Aqua America Incorporated,26,15,-11
Delaware,Santander,Top Employers,Delaware,Santander,26,15,-11
Delaware,Kindred Healthcare Incorporated,Top Employers,Delaware,Kindred Healthcare Incorporated,33,22,-11
Delaware,Kindercare,Top Employers,Delaware,Kindercare,36,25,-11
Delaware,Genesis Healthcare Corporation,Top Employers,Delaware,Genesis Healthcare Corporation,47,36,-11
Delaware,"Acts Retirement-Life Communities, Inc",Top Employers,Delaware,"Acts Retirement-Life Communities, Inc",36,26,-10
Delaware,Lincoln National Corporation,Top Employers,Delaware,Lincoln National Corporation,23,16,-7
Delaware,Penn Medicine,Top Employers,Delaware,Penn Medicine,48,41,-7
Delaware,AmerisourceBergen,Top Employers,Delaware,AmerisourceBergen,50,43,-7
Delaware,Pep Boys,Top Employers,Delaware,Pep Boys,20,15,-5
Delaware,Wesley Enhanced Living,Top Employers,Delaware,Wesley Enhanced Living,21,16,-5
Delaware,Advance Auto Parts Incorporated,Top Employers,Delaware,Advance Auto Parts Incorporated,30,27,-3
Delaware,Delta Group,Top Employers,Delaware,Delta Group,15,14,-1
Delaware,State Farm Insurance Companies,Top Employers,Delaware,State Farm Insurance Companies,25,24,-1
Delaware,Swarthmore College,Top Employers,Delaware,Swarthmore College,19,19,0
Delaware,"Airgas Usa, Llc",Top Employers,Delaware,"Airgas Usa, Llc",22,22,0
Delaware,Pentec Health,Top Employers,Delaware,Pentec Health,14,15,1
Delaware,Resources For Human Development,Top Employers,Delaware,Resources For Human Development,13,15,2
Delaware,"Sunrise Senior Living, Inc.",Top Employers,Delaware,"Sunrise Senior Living, Inc.",16,18,2
Delaware,"Lowe's Companies, Inc",Top Employers,Delaware,"Lowe's Companies, Inc",37,39,2
Delaware,Airgas Usa Llc,Top Employers,Delaware,Airgas Usa Llc,11,14,3
Delaware,cbre,Top Employers,Delaware,cbre,11,14,3
Delaware,Bryn Mawr Trust Company,Top Employers,Delaware,Bryn Mawr Trust Company,11,15,4
Delaware,Dell,Top Employers,Delaware,Dell,12,16,4
Delaware,Wegmans,Top Employers,Delaware,Wegmans,12,16,4
Delaware,Lincoln Financial Group,Top Employers,Delaware,Lincoln Financial Group,52,56,4
Delaware,Chester Upland School District,Top Employers,Delaware,Chester Upland School District,9,14,5
Delaware,KPMG,Top Employers,Delaware,KPMG,10,15,5
Delaware,Avantor,Top Employers,Delaware,Avantor,13,18,5
Delaware,Axalta Coating Systems,Top Employers,Delaware,Axalta Coating Systems,13,18,5
Delaware,"BJ's Wholesale Club, Inc.",Top Employers,Delaware,"BJ's Wholesale Club, Inc.",12,18,6
Delaware,UnitedHealth Group,Top Employers,Delaware,UnitedHealth Group,6,13,7
Delaware,Macy's,Top Employers,Delaware,Macy's,8,15,7
Delaware,Burlington,Top Employers,Delaware,Burlington,9,16,7
Delaware,The Home Depot Incorporated,Top Employers,Delaware,The Home Depot Incorporated,44,51,7
Delaware,Widener University,Top Employers,Delaware,Widener University,10,18,8
Delaware,Chipotle Mexican Grill,Top Employers,Delaware,Chipotle Mexican Grill,13,21,8
Delaware,VWR International,Top Employers,Delaware,VWR International,13,21,8
Delaware,HCR ManorCare,Top Employers,Delaware,HCR ManorCare,19,27,8
Delaware,Cintas,Top Employers,Delaware,Cintas,4,13,9
Delaware,T Mobile Usa Incorporated,Top Employers,Delaware,T Mobile Usa Incorporated,8,17,9
Delaware,Aramark,Top Employers,Delaware,Aramark,15,24,9
Delaware,Iqvia,Top Employers,Delaware,Iqvia,25,34,9
Delaware,Healthcare Services Group Incorporated,Top Employers,Delaware,Healthcare Services Group Incorporated,5,15,10
Delaware,Hias Group,Top Employers,Delaware,Hias Group,6,16,10
Delaware,YMCA,Top Employers,Delaware,YMCA,8,18,10
Delaware,CDM Smith,Top Employers,Delaware,CDM Smith,7,18,11
Delaware,Applebee's Neighborhood Grill & Bar,Top Employers,Delaware,Applebee's Neighborhood Grill & Bar,1,13,12
Delaware,Automatic Data Processing Incorporated,Top Employers,Delaware,Automatic Data Processing Incorporated,8,20,12
Delaware,United Parcel Service Incorporated,Top Employers,Delaware,United Parcel Service Incorporated,11,23,12
Delaware,Wawa Incorporated,Top Employers,Delaware,Wawa Incorporated,53,65,12
Delaware,Bonefish Grill,Top Employers,Delaware,Bonefish Grill,1,14,13
Delaware,White Horse Village,Top Employers,Delaware,White Horse Village,5,18,13
Delaware,Brookdale Senior Living,Top Employers,Delaware,Brookdale Senior Living,6,19,13
Delaware,Container Research Corporation,Top Employers,Delaware,Container Research Corporation,6,19,13
Delaware,Charles River Laboratories,Top Employers,Delaware,Charles River Laboratories,4,18,14
Delaware,"Whole Foods Market, Inc.",Top Employers,Delaware,"Whole Foods Market, Inc.",22,36,14
Delaware,Di Bruno Bros,Top Employers,Delaware,Di Bruno Bros,0,15,15
Delaware,Aldi,Top Employers,Delaware,Aldi,6,21,15
Delaware,Walgreens Boots Alliance Inc,Top Employers,Delaware,Walgreens Boots Alliance Inc,7,22,15
Delaware,Malvern School,Top Employers,Delaware,Malvern School,11,26,15
Delaware,Family Dollar Stores Incorporated,Top Employers,Delaware,Family Dollar Stores Incorporated,0,16,16
Delaware,Amazon,Top Employers,Delaware,Amazon,2,18,16
Delaware,Davita Incorporated,Top Employers,Delaware,Davita Incorporated,7,23,16
Delaware,Aveanna,Top Employers,Delaware,Aveanna,14,30,16
Delaware,Radius Health,Top Employers,Delaware,Radius Health,0,17,17
Delaware,Realtors,Top Employers,Delaware,Realtors,3,20,17
Delaware,Deloitte,Top Employers,Delaware,Deloitte,9,26,17
Delaware,Eastern Airlines Llc,Top Employers,Delaware,Eastern Airlines Llc,0,19,19
Delaware,Trinity Health Mid Atlantic,Top Employers,Delaware,Trinity Health Mid Atlantic,0,19,19
Delaware,"TJX Companies, Inc.",Top Employers,Delaware,"TJX Companies, Inc.",6,25,19
Delaware,Advantage Sales & Marketing,Top Employers,Delaware,Advantage Sales & Marketing,8,27,19
Delaware,Mercy Hospital,Top Employers,Delaware,Mercy Hospital,0,20,20
Delaware,Walmart / Sam's,Top Employers,Delaware,Walmart / Sam's,4,24,20
Delaware,Watermark Retirement Communities,Top Employers,Delaware,Watermark Retirement Communities,4,24,20
Delaware,"Avantor, Inc",Top Employers,Delaware,"Avantor, Inc",7,27,20
Delaware,Elwyn Incorporated,Top Employers,Delaware,Elwyn Incorporated,1,25,24
Delaware,Amerisourcebergen Global Commercialization Services And Animal Health,Top Employers,Delaware,Amerisourcebergen Global Commercialization Services And Animal Health,17,41,24
Delaware,Allied Universal,Top Employers,Delaware,Allied Universal,14,41,27
Delaware,Holcomb Behavioral Health Systems,Top Employers,Delaware,Holcomb Behavioral Health Systems,0,30,30
Delaware,Erickson Living,Top Employers,Delaware,Erickson Living,26,59,33
Delaware,Upper Darby School District,Top Employers,Delaware,Upper Darby School District,1,35,34
Delaware,Petco,Top Employers,Delaware,Petco,1,42,41
Delaware,Bayada Home Health Care,Top Employers,Delaware,Bayada Home Health Care,38,84,46
Delaware,Boston Market,Top Employers,Delaware,Boston Market,0,49,49
Delaware,Soliant,Top Employers,Delaware,Soliant,0,50,50
Delaware,CVS Health,Top Employers,Delaware,CVS Health,40,118,78
Lackawanna,Marywood University,Top Employers,Lackawanna,Marywood University,55,26,-29
Lackawanna,Geisinger Health System,Top Employers,Lackawanna,Geisinger Health System,93,83,-10
Lackawanna,Mclane Company Incorporated,Top Employers,Lackawanna,Mclane Company Incorporated,22,14,-8
Lackawanna,Penn Foster,Top Employers,Lackawanna,Penn Foster,18,12,-6
Lackawanna,Decisive Communications Incorporated,Top Employers,Lackawanna,Decisive Communications Incorporated,12,11,-1
Lackawanna,Hendrick Manufacturing Company,Top Employers,Lackawanna,Hendrick Manufacturing Company,12,11,-1
Lackawanna,Musculoskeletal Transplant Foundation,Top Employers,Lackawanna,Musculoskeletal Transplant Foundation,17,16,-1
Lackawanna,Pennsylvania State University,Top Employers,Lackawanna,Pennsylvania State University,9,10,1
Lackawanna,The Home Depot Incorporated,Top Employers,Lackawanna,The Home Depot Incorporated,11,13,2
Lackawanna,Genesis Healthcare Corporation,Top Employers,Lackawanna,Genesis Healthcare Corporation,29,31,2
Lackawanna,Bank of America,Top Employers,Lackawanna,Bank of America,7,10,3
Lackawanna,Sandvik Incorporated,Top Employers,Lackawanna,Sandvik Incorporated,7,10,3
Lackawanna,Allied Universal,Top Employers,Lackawanna,Allied Universal,15,18,3
Lackawanna,LHC Group,Top Employers,Lackawanna,LHC Group,6,10,4
Lackawanna,Golden Technologies,Top Employers,Lackawanna,Golden Technologies,6,11,5
Lackawanna,Gentex Corporation,Top Employers,Lackawanna,Gentex Corporation,6,12,6
Lackawanna,Aveanna,Top Employers,Lackawanna,Aveanna,12,18,6
Lackawanna,Aveanna Healthcare,Top Employers,Lackawanna,Aveanna Healthcare,4,11,7
Lackawanna,Davita Incorporated,Top Employers,Lackawanna,Davita Incorporated,4,11,7
Lackawanna,Wegmans,Top Employers,Lackawanna,Wegmans,6,13,7
Lackawanna,Penn Foster Inc,Top Employers,Lackawanna,Penn Foster Inc,17,24,7
Lackawanna,Elior North America,Top Employers,Lackawanna,Elior North America,6,14,8
Lackawanna,Csl Plasma,Top Employers,Lackawanna,Csl Plasma,8,16,8
Lackawanna,Advance Auto Parts Incorporated,Top Employers,Lackawanna,Advance Auto Parts Incorporated,11,19,8
Lackawanna,General Dynamics,Top Employers,Lackawanna,General Dynamics,12,20,8
Lackawanna,Jushi,Top Employers,Lackawanna,Jushi,1,10,9
Lackawanna,Lehigh Valley Health Network,Top Employers,Lackawanna,Lehigh Valley Health Network,0,10,10
Lackawanna,Mtf,Top Employers,Lackawanna,Mtf,0,10,10
Lackawanna,Vocovision Teleservices,Top Employers,Lackawanna,Vocovision Teleservices,0,10,10
Lackawanna,"Lowe's Companies, Inc",Top Employers,Lackawanna,"Lowe's Companies, Inc",18,28,10
Lackawanna,Canpack Usa Llc,Top Employers,Lackawanna,Canpack Usa Llc,0,11,11
Lackawanna,Azek,Top Employers,Lackawanna,Azek,9,20,11
Lackawanna,New York Life,Top Employers,Lackawanna,New York Life,2,14,12
Lackawanna,Fastenal Company,Top Employers,Lackawanna,Fastenal Company,20,32,12
Lackawanna,Bayada Home Health Care,Top Employers,Lackawanna,Bayada Home Health Care,15,28,13
Lackawanna,CVS Health,Top Employers,Lackawanna,CVS Health,10,27,17
Lackawanna,Help At Home Llc,Top Employers,Lackawanna,Help At Home Llc,0,18,18
Lackawanna,Aramark,Top Employers,Lackawanna,Aramark,14,34,20
Lackawanna,Lockheed Martin Corporation,Top Employers,Lackawanna,Lockheed Martin Corporation,6,27,21
Lackawanna,Wellpath,Top Employers,Lackawanna,Wellpath,0,24,24
Lackawanna,Chewy,Top Employers,Lackawanna,Chewy,0,33,33
Lackawanna,Allied Services,Top Employers,Lackawanna,Allied Services,43,85,42
Lackawanna,Geisinger,Top Employers,Lackawanna,Geisinger,86,184,98
Lancaster,Wellspan Health,Top Employers,Lancaster,Wellspan Health,163,80,-83
Lancaster,Fulton Financial Corporation,Top Employers,Lancaster,Fulton Financial Corporation,48,24,-24
Lancaster,Compass Group North America,Top Employers,Lancaster,Compass Group North America,44,23,-21
Lancaster,Armstrong Flooring Incorporated,Top Employers,Lancaster,Armstrong Flooring Incorporated,45,24,-21
Lancaster,Columbia Bank,Top Employers,Lancaster,Columbia Bank,45,24,-21
Lancaster,Turkey Hill Dairy Incorporated,Top Employers,Lancaster,Turkey Hill Dairy Incorporated,41,22,-19
Lancaster,TE Connectivity,Top Employers,Lancaster,TE Connectivity,31,16,-15
Lancaster,Henry Schein,Top Employers,Lancaster,Henry Schein,28,16,-12
Lancaster,Eurofins Scientific,Top Employers,Lancaster,Eurofins Scientific,98,88,-10
Lancaster,McDonald's,Top Employers,Lancaster,McDonald's,42,34,-8
Lancaster,Dart Container,Top Employers,Lancaster,Dart Container,44,36,-8
Lancaster,Decisive Communications Incorporated,Top Employers,Lancaster,Decisive Communications Incorporated,18,11,-7
Lancaster,Advance Auto Parts Incorporated,Top Employers,Lancaster,Advance Auto Parts Incorporated,23,16,-7
Lancaster,High Industries Incorporated,Top Employers,Lancaster,High Industries Incorporated,43,37,-6
Lancaster,H&R Block,Top Employers,Lancaster,H&R Block,15,10,-5
Lancaster,"Lowe's Companies, Inc",Top Employers,Lancaster,"Lowe's Companies, Inc",27,23,-4
Lancaster,Tyson Foods Incorporated,Top Employers,Lancaster,Tyson Foods Incorporated,32,28,-4
Lancaster,The Home Depot Incorporated,Top Employers,Lancaster,The Home Depot Incorporated,11,10,-1
Lancaster,Davita Incorporated,Top Employers,Lancaster,Davita Incorporated,12,11,-1
Lancaster,Aveanna,Top Employers,Lancaster,Aveanna,14,13,-1
Lancaster,Fenner Drives,Top Employers,Lancaster,Fenner Drives,25,24,-1
Lancaster,High Concrete Structures Incorporated,Top Employers,Lancaster,High Concrete Structures Incorporated,11,11,0
Lancaster,Four Seasons Produce Incorporated,Top Employers,Lancaster,Four Seasons Produce Incorporated,23,23,0
Lancaster,Patterson Companies Incorporated,Top Employers,Lancaster,Patterson Companies Incorporated,9,10,1
Lancaster,Trc Environmental Corporation,Top Employers,Lancaster,Trc Environmental Corporation,9,10,1
Lancaster,Keystone Human Services,Top Employers,Lancaster,Keystone Human Services,11,12,1
Lancaster,Wegmans,Top Employers,Lancaster,Wegmans,12,13,1
Lancaster,Brubacher,Top Employers,Lancaster,Brubacher,14,15,1
Lancaster,Burlington,Top Employers,Lancaster,Burlington,8,10,2
Lancaster,Heritage Healthcare,Top Employers,Lancaster,Heritage Healthcare,8,10,2
Lancaster,Franklin Marshall College,Top Employers,Lancaster,Franklin Marshall College,9,11,2
Lancaster,Nordstrom,Top Employers,Lancaster,Nordstrom,14,16,2
Lancaster,Garden Spot Communities,Top Employers,Lancaster,Garden Spot Communities,21,23,2
Lancaster,Kindercare,Top Employers,Lancaster,Kindercare,15,18,3
Lancaster,Brady Corporation,Top Employers,Lancaster,Brady Corporation,8,12,4
Lancaster,Elizabethtown College,Top Employers,Lancaster,Elizabethtown College,24,28,4
Lancaster,Willow Valley Retirement Communities,Top Employers,Lancaster,Willow Valley Retirement Communities,47,51,4
Lancaster,Americold Logistics,Top Employers,Lancaster,Americold Logistics,5,10,5
Lancaster,Dixon,Top Employers,Lancaster,Dixon,10,15,5
Lancaster,Northwest Bank,Top Employers,Lancaster,Northwest Bank,10,15,5
Lancaster,Johnson & Johnson,Top Employers,Lancaster,Johnson & Johnson,13,18,5
Lancaster,Ryder System Incorporated,Top Employers,Lancaster,Ryder System Incorporated,21,26,5
Lancaster,Savencia Cheese Usa,Top Employers,Lancaster,Savencia Cheese Usa,5,11,6
Lancaster,"BJ's Wholesale Club, Inc.",Top Employers,Lancaster,"BJ's Wholesale Club, Inc.",7,13,6
Lancaster,Apple Inc.,Top Employers,Lancaster,Apple Inc.,3,10,7
Lancaster,Bmc,Top Employers,Lancaster,Bmc,3,10,7
Lancaster,Spartan Motors Incorporated,Top Employers,Lancaster,Spartan Motors Incorporated,3,10,7
Lancaster,Select Medical,Top Employers,Lancaster,Select Medical,10,17,7
Lancaster,Sodexo,Top Employers,Lancaster,Sodexo,10,17,7
Lancaster,Elderwood/Pediatric/Postacute/Woodmark,Top Employers,Lancaster,Elderwood/Pediatric/Postacute/Woodmark,11,18,7
Lancaster,Kindred Healthcare Incorporated,Top Employers,Lancaster,Kindred Healthcare Incorporated,11,18,7
Lancaster,High Concrete Group,Top Employers,Lancaster,High Concrete Group,12,19,7
Lancaster,Kinsley Construction,Top Employers,Lancaster,Kinsley Construction,4,12,8
Lancaster,HCR ManorCare,Top Employers,Lancaster,HCR ManorCare,12,20,8
Lancaster,UGI,Top Employers,Lancaster,UGI,21,29,8
Lancaster,Dollar Tree,Top Employers,Lancaster,Dollar Tree,1,10,9
Lancaster,Community Services Group Csg,Top Employers,Lancaster,Community Services Group Csg,2,11,9
Lancaster,Arconic,Top Employers,Lancaster,Arconic,3,12,9
Lancaster,Amedisys,Top Employers,Lancaster,Amedisys,4,13,9
Lancaster,Acme Supermarkets,Top Employers,Lancaster,Acme Supermarkets,0,10,10
Lancaster,Learning Care,Top Employers,Lancaster,Learning Care,0,10,10
Lancaster,Tesla Incorporated,Top Employers,Lancaster,Tesla Incorporated,0,10,10
Lancaster,Willow Valley Communities,Top Employers,Lancaster,Willow Valley Communities,0,10,10
Lancaster,Texas Roadhouse Incorporated,Top Employers,Lancaster,Texas Roadhouse Incorporated,2,12,10
Lancaster,Sechan Electronics Incorporated,Top Employers,Lancaster,Sechan Electronics Incorporated,27,37,10
Lancaster,Redners Markets Incorporated,Top Employers,Lancaster,Redners Markets Incorporated,0,11,11
Lancaster,Steinman Communications,Top Employers,Lancaster,Steinman Communications,0,11,11
Lancaster,Clark Associates Incorporated,Top Employers,Lancaster,Clark Associates Incorporated,0,12,12
Lancaster,"Healthpro Heritage, Llc",Top Employers,Lancaster,"Healthpro Heritage, Llc",0,12,12
Lancaster,Johnson Controls Incorporated,Top Employers,Lancaster,Johnson Controls Incorporated,0,12,12
Lancaster,Pet Supplies Plus,Top Employers,Lancaster,Pet Supplies Plus,0,12,12
Lancaster,Genesis Healthcare Corporation,Top Employers,Lancaster,Genesis Healthcare Corporation,10,22,12
Lancaster,Bayada Home Health Care,Top Employers,Lancaster,Bayada Home Health Care,21,33,12
Lancaster,Brethren Village Retirement Community,Top Employers,Lancaster,Brethren Village Retirement Community,0,13,13
Lancaster,Mastec Incorporated,Top Employers,Lancaster,Mastec Incorporated,0,13,13
Lancaster,Rgis,Top Employers,Lancaster,Rgis,1,14,13
Lancaster,CDM Smith,Top Employers,Lancaster,CDM Smith,6,19,13
Lancaster,Ultra Electronics Herley,Top Employers,Lancaster,Ultra Electronics Herley,9,22,13
Lancaster,"Lsc Communications Us, Llc",Top Employers,Lancaster,"Lsc Communications Us, Llc",18,31,13
Lancaster,Armstrong World Industries,Top Employers,Lancaster,Armstrong World Industries,46,59,13
Lancaster,Manheim Central School District,Top Employers,Lancaster,Manheim Central School District,0,14,14
Lancaster,Graham Packaging,Top Employers,Lancaster,Graham Packaging,3,17,14
Lancaster,Newport Meadows Nursing And Rehabilitation Center,Top Employers,Lancaster,Newport Meadows Nursing And Rehabilitation Center,0,15,15
Lancaster,Orthopedic Associates Of Lancaster,Top Employers,Lancaster,Orthopedic Associates Of Lancaster,0,15,15
Lancaster,Arconic Inc,Top Employers,Lancaster,Arconic Inc,3,18,15
Lancaster,Pennsylvania State University,Top Employers,Lancaster,Pennsylvania State University,18,33,15
Lancaster,Mennonite Home Communities,Top Employers,Lancaster,Mennonite Home Communities,19,34,15
Lancaster,Pediatric Specialty Care,Top Employers,Lancaster,Pediatric Specialty Care,0,16,16
Lancaster,Aramark,Top Employers,Lancaster,Aramark,1,17,16
Lancaster,Cnh Industrial,Top Employers,Lancaster,Cnh Industrial,12,29,17
Lancaster,Listrak,Top Employers,Lancaster,Listrak,6,24,18
Lancaster,"Steinman Communications, Inc",Top Employers,Lancaster,"Steinman Communications, Inc",0,20,20
Lancaster,Allied Universal,Top Employers,Lancaster,Allied Universal,22,42,20
Lancaster,University of Pittsburgh Medical Center,Top Employers,Lancaster,University of Pittsburgh Medical Center,33,53,20
Lancaster,CVS Health,Top Employers,Lancaster,CVS Health,13,38,25
Lancaster,Millersville University Of Pennsylvania,Top Employers,Lancaster,Millersville University Of Pennsylvania,3,29,26
Lancaster,Stauffers Kissel Hill,Top Employers,Lancaster,Stauffers Kissel Hill,1,34,33
Lancaster,Glaxosmithkline,Top Employers,Lancaster,Glaxosmithkline,0,96,96
Lancaster,Lancaster General Health,Top Employers,Lancaster,Lancaster General Health,302,445,143
Lehigh Valley,Compass Group North America,Top Employers,Lehigh Valley,Compass Group North America,181,85,-96
Lehigh Valley,Sodexo,Top Employers,Lehigh Valley,Sodexo,125,84,-41
Lehigh Valley,Victaulic,Top Employers,Lehigh Valley,Victaulic,40,16,-24
Lehigh Valley,AutoZone Auto Parts,Top Employers,Lehigh Valley,AutoZone Auto Parts,41,19,-22
Lehigh Valley,Phoebe Ministries,Top Employers,Lehigh Valley,Phoebe Ministries,56,34,-22
Lehigh Valley,Pennsylvania State University,Top Employers,Lehigh Valley,Pennsylvania State University,30,17,-13
Lehigh Valley,Aesculap,Top Employers,Lehigh Valley,Aesculap,31,18,-13
Lehigh Valley,"Lowe's Companies, Inc",Top Employers,Lehigh Valley,"Lowe's Companies, Inc",65,56,-9
Lehigh Valley,H&R Block,Top Employers,Lehigh Valley,H&R Block,24,17,-7
Lehigh Valley,Automatic Data Processing Incorporated,Top Employers,Lehigh Valley,Automatic Data Processing Incorporated,24,19,-5
Lehigh Valley,The Mentor Network,Top Employers,Lehigh Valley,The Mentor Network,26,21,-5
Lehigh Valley,Nestle USA Incorporated,Top Employers,Lehigh Valley,Nestle USA Incorporated,53,48,-5
Lehigh Valley,The Home Depot Incorporated,Top Employers,Lehigh Valley,The Home Depot Incorporated,59,55,-4
Lehigh Valley,Lehigh University,Top Employers,Lehigh Valley,Lehigh University,44,42,-2
Lehigh Valley,Crayola,Top Employers,Lehigh Valley,Crayola,17,16,-1
Lehigh Valley,Pac Worldwide Corporation,Top Employers,Lehigh Valley,Pac Worldwide Corporation,19,18,-1
Lehigh Valley,"Geodis Logistics, Llc Breinigsville",Top Employers,Lehigh Valley,"Geodis Logistics, Llc Breinigsville",36,35,-1
Lehigh Valley,Es3 Llc,Top Employers,Lehigh Valley,Es3 Llc,27,27,0
Lehigh Valley,Lafayette College,Top Employers,Lehigh Valley,Lafayette College,15,16,1
Lehigh Valley,Merakey,Top Employers,Lehigh Valley,Merakey,17,18,1
Lehigh Valley,Americold Logistics,Top Employers,Lehigh Valley,Americold Logistics,18,20,2
Lehigh Valley,Wegmans,Top Employers,Lehigh Valley,Wegmans,34,36,2
Lehigh Valley,Denzel,Top Employers,Lehigh Valley,Denzel,18,21,3
Lehigh Valley,Aveanna,Top Employers,Lehigh Valley,Aveanna,23,26,3
Lehigh Valley,Crayola Llc,Top Employers,Lehigh Valley,Crayola Llc,34,37,3
Lehigh Valley,Waste Management,Top Employers,Lehigh Valley,Waste Management,19,23,4
Lehigh Valley,United Parcel Service Incorporated,Top Employers,Lehigh Valley,United Parcel Service Incorporated,22,26,4
Lehigh Valley,Volvo,Top Employers,Lehigh Valley,Volvo,24,28,4
Lehigh Valley,Valley Youth House,Top Employers,Lehigh Valley,Valley Youth House,13,18,5
Lehigh Valley,Dick's Sporting Goods Incorporated,Top Employers,Lehigh Valley,Dick's Sporting Goods Incorporated,21,26,5
Lehigh Valley,Air Products,Top Employers,Lehigh Valley,Air Products,11,17,6
Lehigh Valley,Moravian Hall Square,Top Employers,Lehigh Valley,Moravian Hall Square,11,17,6
Lehigh Valley,Country Meadows Retirement Communities,Top Employers,Lehigh Valley,Country Meadows Retirement Communities,20,26,6
Lehigh Valley,Resources For Human Development,Top Employers,Lehigh Valley,Resources For Human Development,29,36,7
Lehigh Valley,Thermo Fisher Scientific Inc,Top Employers,Lehigh Valley,Thermo Fisher Scientific Inc,43,50,7
Lehigh Valley,Good Shepherd Rehabilitation Network,Top Employers,Lehigh Valley,Good Shepherd Rehabilitation Network,77,84,7
Lehigh Valley,A Duie Pyle,Top Employers,Lehigh Valley,A Duie Pyle,9,17,8
Lehigh Valley,McKesson Corporation,Top Employers,Lehigh Valley,McKesson Corporation,11,19,8
Lehigh Valley,Cintas,Top Employers,Lehigh Valley,Cintas,16,24,8
Lehigh Valley,Aldi,Top Employers,Lehigh Valley,Aldi,18,27,9
Lehigh Valley,Genesis Healthcare Corporation,Top Employers,Lehigh Valley,Genesis Healthcare Corporation,18,27,9
Lehigh Valley,Pratt Industries Incorporated,Top Employers,Lehigh Valley,Pratt Industries Incorporated,9,19,10
Lehigh Valley,Uline Shipping Supplies,Top Employers,Lehigh Valley,Uline Shipping Supplies,10,20,10
Lehigh Valley,Lineage Logistics,Top Employers,Lehigh Valley,Lineage Logistics,15,25,10
Lehigh Valley,Dollar Tree,Top Employers,Lehigh Valley,Dollar Tree,16,26,10
Lehigh Valley,Kidspeace,Top Employers,Lehigh Valley,Kidspeace,52,62,10
Lehigh Valley,"J.B. Hunt Transport, Inc.",Top Employers,Lehigh Valley,"J.B. Hunt Transport, Inc.",5,17,12
Lehigh Valley,Peopleready,Top Employers,Lehigh Valley,Peopleready,5,17,12
Lehigh Valley,Infinera Corporation,Top Employers,Lehigh Valley,Infinera Corporation,11,23,12
Lehigh Valley,Stanley Black & Decker,Top Employers,Lehigh Valley,Stanley Black & Decker,13,25,12
Lehigh Valley,CDM Smith,Top Employers,Lehigh Valley,CDM Smith,4,17,13
Lehigh Valley,Comforcare Home Health Care Lehigh Valley,Top Employers,Lehigh Valley,Comforcare Home Health Care Lehigh Valley,6,19,13
Lehigh Valley,"BJ's Wholesale Club, Inc.",Top Employers,Lehigh Valley,"BJ's Wholesale Club, Inc.",9,22,13
Lehigh Valley,Northampton County,Top Employers,Lehigh Valley,Northampton County,9,22,13
Lehigh Valley,Guardian Life Insurance,Top Employers,Lehigh Valley,Guardian Life Insurance,16,29,13
